Z,N,BindingEnergy
72,102,1403.934096
72,103,1410.642641
72,104,1418.80823
72,105,1425.185909
72,106,1432.812255
72,107,1438.911231
72,108,1446.299115
72,109,1451.994846
72,110,1458.711868
72,111,1464.010131
72,112,1470.292983
72,113,1475.262429
72,114,1481.340352
73,83,1228.386172
73,84,1239.754983
73,85,1249.484365
73,86,1260.778657
73,87,1270.293795
73,88,1281.150285
73,89,1290.35803
73,90,1301.065481
73,91,1309.835423
73,92,1320.468355
73,93,1328.865699
73,94,1339.265757
73,95,1347.504748
73,96,1357.317964
73,97,1365.230931
73,98,1374.820589
73,99,1382.631092
73,100,1391.820207
73,101,1399.304687
73,102,1407.860386
73,103,1414.916378
73,104,1423.237341
73,105,1430.118212
73,106,1438.018139
73,107,1444.662411
73,108,1452.240041
73,109,1458.30306
73,110,1465.237027
73,111,1470.85293
73,112,1477.480435
73,113,1482.765657
73,114,1489.104399
73,115,1494.101789
74,84,1241.650615
74,85,1251.268218
74,86,1262.981682
74,87,1272.245317
74,88,1283.809743
74,89,1292.635575
74,90,1304.013701
74,91,1312.68118
74,92,1323.845063
74,93,1332.242407
74,94,1342.931228
74,95,1351.095699
74,96,1361.467812
74,97,1369.38078
74,98,1379.35235
74,99,1387.041759
74,100,1396.668676
74,101,1404.171786
74,102,1413.342271
74,103,1420.454154
74,104,1429.242726
74,105,1436.175761
74,106,1444.58801
74,107,1451.269542
74,108,1459.333411
74,109,1465.524512
74,110,1472.936242
74,111,1478.690006
74,112,1485.884418
74,113,1491.351282
74,114,1498.184647
74,115,1503.067463
74,116,1509.955787
75,85,1249.978139
75,86,1261.617084
75,87,1271.50482
75,88,1283.05993
75,89,1292.668218
75,90,1303.785526
75,91,1313.021216
75,92,1324.110579
75,93,1333.066821
75,94,1343.727697
75,95,1352.42312
75,96,1362.925642
75,97,1371.239152
75,98,1381.387706
75,99,1389.412453
75,100,1399.085945
75,101,1406.989597
75,102,1416.271862
75,103,1423.802917
75,104,1432.684638
75,105,1440.00145
75,106,1448.748105
75,107,1455.752865
75,108,1464.186538
75,109,1470.671525
75,110,1478.34072
75,111,1484.519897
75,112,1491.879743
75,113,1497.751341
75,114,1504.783394
75,115,1510.440282
75,116,1517.296935
75,117,1522.726539
76,86,1263.168063
76,87,1272.88813
76,88,1284.797208
76,89,1294.219197
76,90,1305.969921
76,91,1314.954107
76,92,1326.490588
76,93,1335.260531
76,94,1346.601398
76,95,1355.166411
76,96,1365.994956
76,97,1374.336411
76,98,1384.894823
76,99,1393.003405
76,100,1403.058809
76,101,1411.036981
76,102,1420.691844
76,103,1428.204269
76,104,1437.765981
76,105,1444.980328
76,106,1454.06139
76,107,1461.27201
76,108,1469.919927
76,109,1476.545569
76,110,1484.807847
76,111,1491.100108
76,112,1499.089365
76,113,1505.009959
76,114,1512.801739
76,115,1518.56016
76,116,1526.118228
76,117,1531.703391
76,118,1538.814342
76,119,1544.146139
76,120,1550.820219
77,88,1283.097272
77,89,1293.096787
77,90,1304.866141
77,91,1314.399909
77,92,1325.805981
77,93,1335.144135
77,94,1346.242813
77,95,1355.376038
77,96,1366.176639
77,97,1375.09562
77,98,1385.514308
77,99,1394.30288
77,100,1404.553899
77,101,1412.709055
77,102,1422.57816
77,103,1430.556333
77,104,1440.12736
77,105,1447.74225
77,106,1457.043144
77,107,1464.574199
77,108,1473.390716
77,109,1480.194274
77,110,1488.815177
77,111,1495.49764
77,112,1503.695645
77,113,1510.021346
77,114,1518.091736
77,115,1524.289823
77,116,1532.061203
77,117,1538.127949
77,118,1545.359994
77,119,1551.192935
77,120,1558.094299
77,121,1563.70275
77,122,1570.367515
78,90,1306.100412
78,91,1315.680754
78,92,1327.561888
78,93,1336.639224
78,94,1348.315429
78,95,1357.206466
78,96,1368.71407
78,97,1377.280015
78,98,1388.406639
78,99,1396.990282
78,100,1407.613898
78,101,1415.899464
78,102,1426.075963
78,103,1434.184544
78,104,1444.03502
78,105,1451.677854
78,106,1461.453811
78,107,1468.733362
78,108,1478.034256
78,109,1485.052989
78,110,1494.20857
78,111,1500.942266
78,112,1509.853796
78,113,1516.290345
78,114,1524.967137
78,115,1531.222045
78,116,1539.592376
78,117,1545.698245
78,118,1553.619596
78,119,1559.466509
78,120,1567.022714
78,121,1572.579001
78,122,1579.860415
78,123,1585.06646
78,124,1591.982728
79,92,1326.057566
79,93,1335.675168
79,94,1347.202334
79,95,1356.652267
79,96,1367.862725
79,97,1377.126359
79,98,1388.038739
79,99,1397.265114
79,100,1407.730376
79,101,1416.742507
79,102,1427.09599
79,103,1435.474705
79,104,1445.409015
79,105,1453.620061
79,106,1463.237663
79,107,1471.132001
79,108,1480.544674
79,109,1488.122304
79,110,1497.311419
79,111,1504.629162
79,112,1513.677621
79,113,1520.668409
79,114,1529.371284
79,115,1536.318292
79,116,1544.688623
79,117,1551.331964
79,118,1559.402354
79,119,1565.915285
79,120,1573.499435
79,121,1579.73385
79,122,1586.947265
79,123,1593.016805
79,124,1599.833404
79,125,1605.507991
79,126,1611.809473
80,95,1357.895853
80,96,1369.693152
80,97,1378.761173
80,98,1390.431789
80,99,1399.151431
80,100,1410.445723
80,101,1418.992107
80,102,1429.913801
80,103,1438.162107
80,104,1448.711204
80,105,1456.708006
80,106,1467.126693
80,107,1474.890622
80,108,1485.039176
80,109,1492.579546
80,110,1502.374132
80,111,1509.718888
80,112,1519.178136
80,113,1526.249033
80,114,1535.4959
80,115,1542.395402
80,116,1551.235206
80,117,1558.021066
80,118,1566.505039
80,119,1573.169805
80,120,1581.197346
80,121,1587.428035
80,122,1595.181717
80,123,1601.174874
80,124,1608.669601
80,125,1614.337667
80,126,1621.064842
80,127,1624.403241
80,128,1629.344741
81,96,1368.160885
81,97,1377.769172
81,98,1389.342913
81,99,1398.606547
81,100,1409.742485
81,101,1419.015435
81,102,1429.797405
81,103,1438.744332
81,104,1449.293428
81,105,1457.877072
81,106,1468.16535
81,107,1476.469545
81,108,1486.6181
81,109,1494.596272
81,110,1504.437433
81,111,1512.275881
81,112,1521.828278
81,113,1529.433853
81,114,1538.809267
81,115,1546.070188
81,116,1555.054374
81,117,1562.259406
81,118,1570.945514
81,119,1577.95959
81,120,1586.162252
81,121,1593.03474
81,122,1600.884366
81,123,1607.539816
81,124,1615.086707
81,125,1621.590323
81,126,1628.438593
81,127,1632.227834
81,128,1637.184239
81,129,1640.861701
82,99,1399.822188
82,100,1411.651158
82,101,1420.417375
82,102,1431.96317
82,103,1440.612019
82,104,1451.738642
82,105,1460.061467
82,106,1470.899327
82,107,1479.138318
82,108,1489.724674
82,109,1497.777366
82,110,1508.121534
82,111,1515.894777
82,112,1525.931552
82,113,1533.537127
82,114,1543.247878
82,115,1550.695099
82,116,1560.070512
82,117,1567.275544
82,118,1576.365921
82,119,1583.474077
82,120,1592.203034
82,121,1599.127686
82,122,1607.521305
82,123,1614.253137
82,124,1622.341226
82,125,1629.078647
82,126,1636.446691
82,127,1640.383109
82,128,1645.568661
82,129,1649.394231
82,130,1654.52529
82,131,1658.300094
82,132,1663.299254
83,102,1430.393643
83,103,1439.610703
83,104,1450.495138
83,105,1459.768087
83,106,1470.317184
83,107,1479.310685
83,108,1489.682798
83,109,1498.387535
83,110,1508.610609
83,111,1516.970694
83,112,1526.905005
83,113,1535.106735
83,114,1544.742968
83,115,1552.730455
83,116,1562.143128
83,117,1569.692813
83,118,1578.853983
83,119,1586.273259
83,120,1595.091639
83,121,1602.29015
83,122,1610.762014
83,123,1617.80124
83,124,1625.898644
83,125,1632.785104
83,126,1640.245366
83,127,1644.849665
83,128,1649.983985
83,129,1654.316288
83,130,1659.497182
83,131,1663.540722
83,132,1668.695535
83,133,1672.696226
84,106,1472.3898
84,107,1480.889609
84,108,1491.876508
84,109,1500.339057
84,110,1511.037193
84,111,1519.322758
84,112,1529.760076
84,113,1537.775508
84,114,1547.924062
84,115,1555.753195
84,116,1565.557096
84,117,1573.190615
84,118,1582.668493
84,119,1590.078454
84,120,1599.177214
84,121,1606.444656
84,122,1615.172681
84,123,1622.20725
84,124,1630.6018
84,125,1637.5693
84,126,1645.229833
84,127,1649.780106
84,128,1655.788167
84,129,1660.141895
84,130,1666.030725
84,131,1670.162757
84,132,1675.914471
84,133,1679.938636
84,134,1685.480205
85,108,1491.089436
85,109,1500.29718
85,110,1510.622719
85,111,1519.48581
85,112,1529.802034
85,113,1538.376362
85,114,1548.422452
85,115,1556.810482
85,116,1566.558493
85,117,1574.667075
85,118,1584.228787
85,119,1591.918196
85,120,1601.125941
85,121,1608.675626
85,122,1617.514499
85,123,1624.834104
85,124,1633.30038
85,125,1640.466289
85,126,1648.211587
85,127,1653.251826
85,128,1659.286901
85,129,1664.158539
85,130,1670.101396
85,131,1674.662847
85,132,1680.5908
85,133,1684.963157
85,134,1690.594895
85,135,1694.940239
85,136,1700.366116
85,137,1704.534476
85,138,1709.802
86,110,1512.546295
86,111,1521.223088
86,112,1531.977114
86,113,1540.486238
86,114,1551.00739
86,115,1559.209121
86,116,1569.441509
86,117,1577.419681
86,118,1587.307417
86,119,1595.09929
86,120,1604.577169
86,121,1612.117538
86,122,1621.212572
86,123,1628.586205
86,124,1637.309572
86,125,1644.537892
86,126,1652.512338
86,127,1657.622439
86,128,1664.317012
86,129,1669.237088
86,130,1675.884154
86,131,1680.549001
86,132,1687.063795
86,133,1691.512535
86,134,1697.805541
86,135,1702.080184
86,136,1708.185587
86,137,1712.326468
86,138,1718.255352
86,139,1722.274673
86,140,1728.063834
86,141,1731.924801
86,142,1737.509032
87,113,1540.146283
87,114,1550.555656
87,115,1559.279023
87,116,1569.436893
87,117,1577.936702
87,118,1587.805807
87,119,1596.035483
87,120,1605.625141
87,121,1613.444959
87,122,1622.643389
87,123,1630.269456
87,124,1639.150246
87,125,1646.601192
87,126,1654.691144
87,127,1660.172911
87,128,1666.967154
87,129,1672.372539
87,130,1679.113686
87,131,1684.439894
87,132,1690.948168
87,133,1696.157939
87,134,1702.428681
87,135,1707.427934
87,136,1713.462357
87,137,1718.264786
87,138,1724.13126
87,139,1728.725313
87,140,1734.477213
87,141,1738.925022
87,142,1744.471994
87,143,1748.742818
87,144,1754.112806
87,145,1758.234591
88,115,1561.053561
88,116,1571.667862
88,117,1580.009317
88,118,1590.325541
88,119,1598.443437
88,120,1608.331173
88,121,1616.253455
88,122,1625.712703
88,123,1633.374167
88,124,1642.476653
88,125,1650.019818
88,126,1658.332396
88,127,1663.969723
88,128,1671.282808
88,129,1676.757123
88,130,1684.066483
88,131,1689.394553
88,132,1696.584681
88,133,1701.961189
88,134,1708.678118
88,135,1713.829205
88,136,1720.312328
88,137,1725.214706
88,138,1731.610642
88,139,1736.171999
88,140,1742.47963
88,141,1747.052351
88,142,1753.018496
88,143,1757.23343
88,144,1763.003961
88,145,1767.060541
88,146,1772.756552
89,118,1589.873806
89,119,1598.504025
89,120,1608.363816
89,121,1616.723901
89,122,1626.294928
89,123,1634.217211
89,124,1643.443585
89,125,1651.216829
89,126,1659.698008
89,127,1665.653906
89,128,1673.155153
89,129,1679.086832
89,130,1686.440903
89,131,1692.323212
89,132,1699.621394
89,133,1705.597784
89,134,1712.460958
89,135,1718.127161
89,136,1724.789131
89,137,1730.187996
89,138,1736.715831
89,139,1741.743215
89,140,1748.030539
89,141,1753.214228
89,142,1758.938183
89,143,1763.777219
89,144,1769.49186
89,145,1773.958298
89,146,1779.533215
89,147,1783.804039
90,120,1610.566841
90,121,1618.796516
90,122,1628.674937
90,123,1636.708999
90,124,1646.186877
90,125,1653.99738
90,126,1662.701187
90,127,1668.891821
90,128,1676.778707
90,129,1682.752303
90,130,1690.625216
90,131,1696.425555
90,132,1704.233263
90,133,1710.123956
90,134,1717.576766
90,135,1723.336118
90,136,1730.52252
90,137,1735.978206
90,138,1743.087945
90,139,1748.342707
90,140,1755.136391
90,141,1760.25441
90,142,1766.692542
90,143,1771.478949
90,144,1777.670422
90,145,1782.104258
90,146,1788.116977
90,147,1792.294652
90,148,1798.176961
91,122,1628.269778
91,123,1636.750957
91,124,1646.349929
91,125,1654.411936
91,126,1663.247083
91,127,1669.716234
91,128,1677.90865
91,129,1684.116983
91,130,1692.206935
91,131,1698.536362
91,132,1706.39344
91,133,1712.927795
91,134,1720.524055
91,135,1726.906577
91,136,1734.176814
91,137,1740.157862
91,138,1747.249251
91,139,1753.044
91,140,1759.861624
91,141,1765.415023
91,142,1771.94174
91,143,1777.161012
91,144,1783.240799
91,145,1788.294079
91,146,1794.073924
91,147,1799.015425
91,148,1804.636916
91,149,1809.121984
92,126,1665.692297
92,127,1672.431581
92,128,1680.698517
92,129,1687.242188
92,130,1695.574328
92,131,1702.108683
92,132,1710.301099
92,133,1716.705046
92,134,1724.813627
92,135,1731.208259
92,136,1739.069063
92,137,1745.156301
92,138,1752.826149
92,139,1758.697281
92,140,1765.970032
92,141,1771.729664
92,142,1778.573649
92,143,1783.871446
92,144,1790.416234
92,145,1795.542078
92,146,1801.695825
92,147,1806.502072
92,148,1812.432633
92,149,1817.01644
92,150,1822.665876
93,132,1711.712354
93,133,1718.637938
93,134,1726.867613
93,135,1733.802512
93,136,1741.808629
93,137,1748.426819
93,138,1756.106913
93,139,1762.43634
93,140,1769.92082
93,141,1775.981045
93,142,1782.965406
93,143,1788.704173
93,144,1795.278303
93,145,1800.766405
93,146,1806.983214
93,147,1812.038729
93,148,1818.171611
93,149,1823.085167
93,150,1828.706658
93,151,1833.44323
94,134,1730.644864
94,135,1737.402778
94,136,1745.934258
94,137,1752.502148
94,138,1760.648921
94,139,1767.033306
94,140,1774.811207
94,141,1781.040964
94,142,1788.398668
94,143,1794.275668
94,144,1801.276143
94,145,1806.922692
94,146,1813.456116
94,147,1818.697744
94,148,1825.007144
94,149,1830.041608
94,150,1836.06271
94,151,1840.83561
94,152,1846.616387
94,153,1851.080962
95,136,1747.714385
95,137,1754.826267
95,138,1763.009368
95,139,1769.851117
95,140,1777.69888
95,141,1784.3357
95,142,1792.034424
95,143,1798.233442
95,144,1805.337872
95,145,1811.294702
95,146,1817.936273
95,147,1823.473836
95,148,1829.840803
95,149,1835.204549
95,150,1841.258627
95,151,1846.234592
95,152,1852.142984
95,153,1856.805036
95,154,1862.333378
96,137,1758.19366
96,138,1766.786619
96,139,1773.600423
96,140,1781.839414
96,141,1788.532123
96,142,1796.482351
96,143,1802.755888
96,144,1810.297189
96,145,1816.38657
96,146,1823.356307
96,147,1829.049616
96,148,1835.850286
96,149,1841.369965
96,150,1847.827939
96,151,1852.984242
96,152,1859.197232
96,153,1863.910516
96,154,1869.742525
96,155,1874.155868
96,156,1879.812756
97,138,1768.169929
97,139,1775.542629
97,140,1783.80025
97,141,1790.809668
97,142,1798.797155
97,143,1805.573699
97,144,1813.207219
97,145,1819.573906
97,146,1826.758445
97,147,1832.812149
97,148,1839.777414
97,149,1845.692699
97,150,1852.246616
97,151,1857.727452
97,152,1864.028934
97,153,1868.997448
97,154,1874.79406
97,155,1879.561371
97,156,1885.229437
97,157,1889.8356
98,139,1778.41633
98,140,1787.102438
98,141,1794.083912
98,142,1802.416052
98,143,1809.164651
98,144,1817.263918
98,145,1823.723754
98,146,1831.264124
98,147,1837.425882
98,148,1844.790385
98,149,1850.818754
98,150,1857.785323
98,151,1863.370486
98,152,1869.995197
98,153,1875.104366
98,154,1881.275439
98,155,1886.08001
98,156,1892.11229
98,157,1896.714727
98,158,1902.550462
99,141,1795.467222
99,142,1803.780732
99,143,1810.883299
99,144,1819.019825
99,145,1825.842944
99,146,1833.588243
99,147,1840.122599
99,148,1847.560504
99,149,1853.945821
99,150,1861.132223
99,151,1867.116997
99,152,1873.945705
99,153,1879.235584
99,154,1885.585504
99,155,1890.677907
99,156,1896.653366
99,157,1901.6284
99,158,1907.47345
100,142,1806.626488
100,143,1813.691796
100,144,1822.16366
100,145,1829.024039
100,146,1837.18851
100,147,1843.82533
100,148,1851.557588
100,149,1857.918685
100,150,1865.528917
100,151,1871.689744
100,152,1878.92831
100,153,1884.469692
100,154,1890.983555
100,155,1896.160724
100,156,1902.544178
100,157,1907.51176
100,158,1913.747106
100,159,1918.539567
101,144,1822.988073
101,145,1830.211735
101,146,1838.404151
101,147,1845.441513
101,148,1853.429001
101,149,1860.112396
101,150,1867.783175
101,151,1874.261641
101,152,1881.727491
101,153,1887.516651
101,154,1894.335113
101,155,1899.635239
101,156,1906.323291
101,157,1911.702594
101,158,1917.841065
101,159,1922.978179
102,147,1848.15686
102,148,1856.535575
102,149,1863.2376
102,150,1871.303333
102,151,1877.806018
102,152,1885.598823
102,153,1891.543542
102,154,1898.642384
102,155,1904.316039
102,156,1911.129843
102,157,1916.57435
102,158,1923.136651
102,159,1928.32034
102,160,1934.733602
103,148,1857.425193
103,149,1864.592965
103,150,1872.729491
103,151,1879.561925
103,152,1887.465578
103,153,1893.683226
103,154,1900.962777
103,155,1906.919606
103,156,1913.956969
103,157,1919.625035
103,158,1926.42021
103,159,1931.929922
103,160,1938.417703
104,149,1866.898455
104,150,1875.444838
104,151,1882.286587
104,152,1890.646672
104,153,1896.957469
104,154,1904.563044
104,155,1910.715487
104,156,1918.041613
104,157,1923.951868
104,158,1930.933341
104,159,1936.564147
104,160,1943.294117
105,150,1875.999118
105,151,1883.409079
105,152,1891.713274
105,153,1898.312835
105,154,1906.123338
105,155,1912.601804
105,156,1920.039709
105,157,1926.210782
105,158,1933.415814
105,159,1939.260864
105,160,1946.223707
106,152,1894.074653
106,153,1900.748733
106,154,1909.015669
106,155,1915.44756
106,156,1923.258063
106,157,1929.62475
106,158,1937.12786
106,159,1943.196469
106,160,1950.466705
107,153,1901.377533
107,154,1909.448854
107,155,1916.393068
107,156,1924.33398
107,157,1930.93354
107,158,1938.56706
107,159,1944.952376
107,160,1952.343707
108,155,1918.372534
108,156,1926.723304
108,157,1933.313549
108,158,1941.347611
108,159,1947.807448
108,160,1955.515486
108,161,1961.770394
109,156,1926.411294
109,157,1933.206468
109,158,1941.659703
109,159,1948.529396
109,160,1956.330585
109,161,1962.9022
109,162,1970.49846
110,157,1934.887856
110,158,1943.359721
110,159,1949.931336
110,160,1958.47772
110,161,1965.198375
110,162,1973.055453
110,163,1978.388181
111,161,1965.594301
